Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,VehiclePrice,PoliceReportFiled,WitnessPresent,NumberOfSuppliments,AddressChange_Claim,Deductible,DriverRating,Age,AgeOfVehicle,Fault,AccidentArea,BasePolicy,VehicleCategory,FraudFound_P
more than 30,more than 30,2 to 4,30000 to 39000,No,No,1 to 2,no change,400,1,28,6 years,Policy Holder,Rural,Collision,Sedan,0
more than 30,more than 30,1,30000 to 39000,No,No,none,no change,400,1,55,more than 7,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,none,4 to 8 years,700,1,38,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,none,20000 to 29000,No,No,more than 5,no change,400,2,31,5 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,1,more than 69000,No,No,none,no change,400,3,0,new,Policy Holder,Rural,Liability,Sport,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,more than 5,no change,400,3,31,5 years,Policy Holder,Urban,All Perils,Sedan,1
more than 30,more than 30,none,20000 to 29000,No,No,more than 5,no change,400,4,64,more than 7,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,2 to 4,30000 to 39000,No,No,none,no change,400,4,51,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,more than 4,20000 to 29000,No,No,none,no change,400,1,51,more than 7,Policy Holder,Rural,Liability,Sport,0
more than 30,more than 30,2 to 4,less than 20000,No,No,1 to 2,no change,400,3,71,7 years,Third Party,Urban,All Perils,Sedan,0
more than 30,more than 30,more than 4,20000 to 29000,No,No,none,no change,400,2,33,5 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,none,20000 to 29000,No,No,none,no change,400,1,44,7 years,Third Party,Urban,All Perils,Sedan,0
more than 30,more than 30,none,20000 to 29000,Yes,No,3 to 5,no change,400,3,30,6 years,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,none,no change,400,2,36,7 years,Policy Holder,Urban,Liability,Sport,0
15 to 30,15 to 30,none,40000 to 59000,No,No,none,no change,400,3,53,more than 7,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,1,less than 20000,No,No,none,no change,400,2,20,3 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,none,40000 to 59000,No,No,none,no change,400,1,39,7 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,1,less than 20000,No,No,none,no change,400,2,37,7 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,none,less than 20000,No,No,none,no change,400,2,65,6 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,1 to 2,no change,400,3,26,7 years,Policy Holder,Rural,Collision,Sedan,0
more than 30,more than 30,more than 4,30000 to 39000,No,No,3 to 5,1 year,400,3,30,7 years,Third Party,Urban,Liability,Sport,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,none,no change,700,1,34,7 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,none,no change,400,1,32,6 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,none,20000 to 29000,No,No,none,4 to 8 years,400,3,31,6 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,2 to 4,30000 to 39000,No,No,1 to 2,no change,700,3,50,more than 7,Policy Holder,Urban,All Perils,Sedan,1
more than 30,more than 30,more than 4,30000 to 39000,No,No,1 to 2,no change,400,2,29,6 years,Third Party,Urban,Liability,Sport,0
more than 30,more than 30,none,more than 69000,No,No,none,no change,400,2,56,more than 7,Policy Holder,Rural,All Perils,Utility,1
more than 30,more than 30,none,20000 to 29000,No,No,3 to 5,no change,400,3,57,more than 7,Third Party,Urban,All Perils,Sedan,0
more than 30,more than 30,none,more than 69000,No,No,more than 5,no change,400,4,29,6 years,Policy Holder,Urban,All Perils,Sedan,1
more than 30,more than 30,2 to 4,30000 to 39000,No,No,1 to 2,no change,400,3,37,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,1,20000 to 29000,No,No,none,4 to 8 years,400,1,35,6 years,Policy Holder,Urban,Collision,Sedan,1
more than 30,more than 30,2 to 4,30000 to 39000,No,No,more than 5,no change,400,3,60,more than 7,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,none,less than 20000,No,No,none,no change,400,2,42,7 years,Third Party,Urban,All Perils,Sedan,0
more than 30,more than 30,none,less than 20000,No,No,more than 5,no change,400,3,44,7 years,Third Party,Rural,All Perils,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,none,no change,400,1,45,7 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,1,20000 to 29000,No,No,1 to 2,no change,400,4,58,more than 7,Third Party,Urban,All Perils,Sedan,0
none,more than 30,1,less than 20000,No,No,none,no change,400,3,42,4 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,1 to 2,no change,400,1,42,7 years,Policy Holder,Rural,Collision,Sedan,0
more than 30,more than 30,none,30000 to 39000,No,No,none,no change,400,3,42,7 years,Third Party,Urban,Liability,Sport,0
more than 30,more than 30,none,20000 to 29000,No,No,none,no change,400,4,28,6 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,none,less than 20000,No,No,3 to 5,no change,400,1,44,more than 7,Third Party,Urban,All Perils,Sedan,0
more than 30,more than 30,2 to 4,30000 to 39000,No,No,none,no change,400,4,49,more than 7,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,more than 4,20000 to 29000,No,No,1 to 2,no change,400,4,45,7 years,Policy Holder,Urban,Liability,Sport,0
8 to 15,more than 30,more than 4,20000 to 29000,No,No,none,no change,400,2,27,6 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,more than 4,20000 to 29000,No,No,none,no change,400,4,37,7 years,Policy Holder,Urban,Collision,Sedan,1
more than 30,more than 30,2 to 4,30000 to 39000,No,No,more than 5,no change,400,4,37,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,none,20000 to 29000,No,No,none,no change,400,2,42,6 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,none,no change,400,1,55,7 years,Third Party,Urban,All Perils,Sedan,0
more than 30,more than 30,2 to 4,more than 69000,No,No,none,no change,400,1,0,new,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,1,20000 to 29000,No,No,3 to 5,no change,400,4,35,7 years,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,3 to 5,4 to 8 years,400,1,44,7 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,more than 5,no change,400,2,29,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,none,20000 to 29000,No,No,1 to 2,no change,400,4,18,3 years,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,none,less than 20000,No,No,1 to 2,no change,400,4,39,7 years,Policy Holder,Rural,All Perils,Sedan,0
more than 30,more than 30,more than 4,30000 to 39000,No,No,more than 5,no change,400,2,45,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,2 to 4,20000 to 29000,No,Yes,more than 5,no change,400,4,37,7 years,Policy Holder,Rural,Collision,Sedan,0
more than 30,more than 30,none,30000 to 39000,No,No,none,no change,400,1,28,6 years,Third Party,Urban,All Perils,Sedan,0
more than 30,more than 30,2 to 4,less than 20000,No,No,none,no change,400,3,31,7 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,1,less than 20000,No,No,none,no change,400,1,43,7 years,Policy Holder,Urban,All Perils,Sedan,1
more than 30,more than 30,none,less than 20000,No,No,3 to 5,no change,700,1,38,7 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,1,30000 to 39000,No,No,1 to 2,no change,400,1,31,7 years,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,1,more than 69000,No,No,none,no change,400,2,28,7 years,Third Party,Urban,All Perils,Utility,0
more than 30,more than 30,none,20000 to 29000,No,No,none,no change,400,1,50,more than 7,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,1,more than 69000,No,No,none,no change,400,2,27,6 years,Policy Holder,Rural,Collision,Sedan,0
more than 30,more than 30,1,20000 to 29000,No,No,none,no change,400,2,33,5 years,Policy Holder,Urban,All Perils,Sedan,1
more than 30,more than 30,more than 4,20000 to 29000,No,No,more than 5,no change,400,3,45,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,more than 5,no change,400,4,40,7 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,none,no change,400,3,28,7 years,Policy Holder,Urban,All Perils,Sedan,1
more than 30,more than 30,none,20000 to 29000,No,No,1 to 2,no change,400,2,35,6 years,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,none,no change,400,2,34,6 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,none,no change,400,1,36,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,none,30000 to 39000,No,No,none,no change,400,1,36,7 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,1,20000 to 29000,No,No,3 to 5,no change,400,4,49,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,1,20000 to 29000,No,No,more than 5,no change,400,4,31,7 years,Policy Holder,Rural,All Perils,Sedan,1
more than 30,more than 30,more than 4,more than 69000,No,No,none,no change,400,2,43,7 years,Third Party,Urban,Liability,Sport,0
more than 30,more than 30,more than 4,more than 69000,No,No,none,no change,400,2,34,6 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,1,30000 to 39000,No,No,more than 5,no change,400,2,40,more than 7,Policy Holder,Urban,Collision,Sedan,1
more than 30,more than 30,1,more than 69000,No,No,1 to 2,no change,400,2,41,7 years,Policy Holder,Urban,Collision,Sedan,1
more than 30,more than 30,none,less than 20000,No,No,none,no change,400,4,25,3 years,Third Party,Urban,All Perils,Sedan,0
more than 30,more than 30,1,20000 to 29000,No,No,none,no change,400,2,32,7 years,Policy Holder,Urban,All Perils,Sedan,1
more than 30,more than 30,1,30000 to 39000,No,No,more than 5,no change,400,4,60,more than 7,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,2 to 4,30000 to 39000,No,No,none,no change,400,4,38,7 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,1,more than 69000,No,No,3 to 5,no change,400,4,41,7 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,none,30000 to 39000,No,No,none,no change,400,2,27,6 years,Third Party,Rural,Collision,Sedan,0
more than 30,more than 30,none,30000 to 39000,No,No,more than 5,no change,400,2,31,7 years,Policy Holder,Rural,Collision,Sedan,0
more than 30,more than 30,more than 4,more than 69000,No,No,1 to 2,no change,400,2,31,5 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,1,20000 to 29000,No,No,more than 5,no change,400,2,41,more than 7,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,2 to 4,30000 to 39000,No,No,none,no change,400,1,57,more than 7,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,none,no change,400,3,50,7 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,1 to 2,no change,400,4,43,7 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,1,20000 to 29000,No,No,none,no change,400,4,42,more than 7,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,more than 4,20000 to 29000,No,No,1 to 2,no change,400,2,64,more than 7,Policy Holder,Urban,Liability,Sport,1
more than 30,more than 30,2 to 4,less than 20000,No,No,1 to 2,no change,400,3,27,5 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,more than 4,30000 to 39000,No,No,none,no change,400,4,45,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,2 to 4,30000 to 39000,No,No,none,no change,400,3,53,5 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,1 to 2,no change,400,4,63,more than 7,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,none,4 to 8 years,400,2,49,more than 7,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,1 to 2,no change,400,1,55,more than 7,Policy Holder,Urban,All Perils,Sedan,1
more than 30,more than 30,1,20000 to 29000,No,No,none,no change,400,3,29,7 years,Third Party,Urban,All Perils,Sedan,0
more than 30,more than 30,2 to 4,less than 20000,No,No,1 to 2,no change,400,1,37,7 years,Policy Holder,Rural,Liability,Sport,0
more than 30,more than 30,none,more than 69000,No,No,1 to 2,no change,400,3,39,7 years,Third Party,Urban,All Perils,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,more than 5,no change,400,3,26,7 years,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,1 to 2,no change,400,2,30,6 years,Policy Holder,Urban,Collision,Sedan,1
more than 30,more than 30,2 to 4,20000 to 29000,No,No,none,no change,400,2,32,5 years,Policy Holder,Rural,Liability,Sport,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,1 to 2,no change,400,2,37,more than 7,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,none,20000 to 29000,No,No,more than 5,no change,400,3,51,6 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,2 to 4,less than 20000,Yes,No,3 to 5,no change,400,1,33,6 years,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,none,1 year,400,2,30,6 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,none,more than 69000,No,No,none,no change,400,4,18,5 years,Policy Holder,Rural,Collision,Sport,1
more than 30,more than 30,2 to 4,30000 to 39000,No,No,more than 5,no change,400,2,43,5 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,2 to 4,30000 to 39000,No,No,more than 5,no change,400,1,80,6 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,more than 4,20000 to 29000,No,No,none,no change,400,4,61,more than 7,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,1,20000 to 29000,No,No,none,no change,400,2,28,6 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,none,20000 to 29000,No,No,1 to 2,no change,400,4,27,6 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,none,40000 to 59000,No,No,3 to 5,no change,400,4,43,6 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,1,20000 to 29000,No,No,none,no change,400,1,23,5 years,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,1,30000 to 39000,No,No,more than 5,no change,400,1,34,7 years,Third Party,Urban,All Perils,Sedan,0
more than 30,more than 30,1,20000 to 29000,No,No,more than 5,no change,400,1,54,more than 7,Third Party,Urban,Liability,Sport,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,none,no change,400,3,32,6 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,none,no change,400,4,46,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,2 to 4,30000 to 39000,No,No,none,no change,400,1,30,6 years,Third Party,Urban,Liability,Sport,0
more than 30,more than 30,none,20000 to 29000,No,No,1 to 2,no change,400,4,27,6 years,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,none,no change,400,2,35,5 years,Policy Holder,Urban,Collision,Sedan,1
more than 30,more than 30,none,20000 to 29000,No,No,none,2 to 3 years,500,2,42,7 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,none,no change,400,2,31,6 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,none,no change,400,4,44,6 years,Third Party,Urban,All Perils,Sedan,0
more than 30,more than 30,more than 4,20000 to 29000,Yes,No,none,no change,400,2,28,6 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,3 to 5,no change,400,2,27,6 years,Policy Holder,Urban,Collision,Sedan,0
more than 30,more than 30,none,20000 to 29000,No,No,1 to 2,2 to 3 years,700,4,43,more than 7,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,more than 4,30000 to 39000,No,No,none,4 to 8 years,400,3,28,6 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,1,30000 to 39000,Yes,Yes,more than 5,no change,400,1,48,more than 7,Third Party,Urban,All Perils,Sedan,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,more than 5,no change,400,4,38,7 years,Third Party,Urban,All Perils,Sedan,0
more than 30,more than 30,1,20000 to 29000,No,No,1 to 2,no change,400,1,55,6 years,Policy Holder,Urban,All Perils,Sedan,0
more than 30,more than 30,none,more than 69000,Yes,No,none,no change,400,2,0,new,Policy Holder,Urban,All Perils,Sedan,1
more than 30,more than 30,1,20000 to 29000,No,No,1 to 2,no change,400,2,31,7 years,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,more than 4,20000 to 29000,No,No,more than 5,no change,400,1,28,7 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,none,30000 to 39000,No,No,none,no change,400,3,34,6 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,more than 5,no change,400,4,35,6 years,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,1,20000 to 29000,No,No,none,no change,400,4,41,7 years,Third Party,Urban,Collision,Sedan,0
more than 30,more than 30,1,30000 to 39000,No,No,more than 5,no change,400,4,53,more than 7,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,2 to 4,20000 to 29000,No,No,none,no change,400,3,42,6 years,Policy Holder,Urban,Liability,Sport,0
more than 30,more than 30,1,30000 to 39000,No,No,none,no change,400,2,44,7 years,Policy Holder,Urban,Liability,Sport,0
